model,n,residual_mean,residual_std,residual_skewness,residual_kurtosis,normality_ks_statistic,normality_ks_p_value
LR,10714,-0.014765727086055612,8.028471850837006,0.36575796930717086,0.6603933797084927,0.03808893416935677,6.095e-14
LightGBM,10714,-0.0654480119469852,0.6117925956664245,-0.5272803360774091,13.823414555125996,0.11703154559174953,2.627e-128
MPR,10714,-3.0469591189098377,7.1140774239765925,0.3797085956643009,0.24702428027422219,0.06007042259687073,4.751e-34
RF,10714,-0.17456318835168938,0.7255685080173462,-0.8150615811951308,10.333120152353588,0.17115395922026633,7.000e-275
SVM,10714,-1.317437931678178,3.8486911874268417,-1.0557547077770042,6.392064549864985,0.05417250018749209,9.077e-28
XGBoost,10714,-0.04502426731379512,0.637228715085894,0.10072444692123862,13.533264832854087,0.11958681706887642,5.712e-134
