source,missing_set,experiment_mode,experiment,model_type,stress_scenario,severity,severity_rank,perturbation_pct,n_seed_window_cases,n_rows_total,mean_delta_score,median_delta_score,mean_score_drop,median_score_drop,mean_pct_score_decreased,mean_pct_drop_ge_1,mean_pct_drop_ge_5,mean_pct_category_worse,window_detection_rate_mean_decrease,window_detection_rate_drop_ge_1,window_detection_rate_any_category_worse
external_10714,complete,full_reference,full_reference,lr,combined_pollution,medium_100pct,1,100,535,53570,-40.42887502317721,-43.80353644559959,40.42887502317721,43.80353644559959,1.0,1.0,0.999626168224299,0.977422596465254,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,conductivity_event,high_300pct,2,300,535,53570,-0.4900480369034302,-0.2018413288881575,0.4900480369034302,0.2018413288881575,1.0,0.0885929490145276,0.0150015730545017,0.0214403627278615,1.0,0.0,0.7925233644859813
external_10714,complete,full_reference,full_reference,lr,conductivity_event,low_30pct,0,30,535,53570,-0.08108947823541,-0.0201841328888185,0.08108947823541,0.0201841328888185,1.0,0.0254714536874248,0.0,0.0031163135005089,1.0,0.0,0.2523364485981308
external_10714,complete,full_reference,full_reference,lr,conductivity_event,medium_100pct,1,100,535,53570,-0.2274879047321381,-0.0672804429627227,0.2274879047321381,0.0672804429627227,1.0,0.0580429351346349,0.0,0.0100934579439252,1.0,0.0,0.5887850467289719
external_10714,complete,full_reference,full_reference,lr,organic_pollution,high_300pct,2,300,535,53570,-48.60050256930548,-52.33032175755008,48.60050256930548,52.33032175755008,1.0,1.0,0.9917831035439992,0.9710404367539556,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,organic_pollution,low_30pct,0,30,535,53570,-16.838399671115393,-19.05852329882058,16.838399671115393,19.05852329882058,1.0,0.9931821967243452,0.942231886740076,0.8116047006569815,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,organic_pollution,medium_100pct,1,100,535,53570,-35.72554930375975,-41.52523027691927,35.72554930375975,41.52523027691927,1.0,1.0,0.9740520033311744,0.95929786249653,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,suspended_solids_event,high_300pct,2,300,535,53570,-2.221549696142347,-0.5451191402060545,2.221549696142347,0.5451191402060545,1.0,0.3372503007310077,0.1135528823910428,0.0989876931618395,1.0,0.7831775700934579,0.97196261682243
external_10714,complete,full_reference,full_reference,lr,suspended_solids_event,low_30pct,0,30,535,53570,-0.2564653290840822,-0.0545119140206047,0.2564653290840822,0.0545119140206047,1.0,0.0627691311187193,0.0033644859813084,0.0104795040251688,1.0,0.0,0.5383177570093458
external_10714,complete,full_reference,full_reference,lr,suspended_solids_event,medium_100pct,1,100,535,53570,-0.849459355725626,-0.181706380068686,0.849459355725626,0.181706380068686,1.0,0.161134634958823,0.0433235865642639,0.0395787915240122,1.0,0.2915887850467289,0.8990654205607477
external_10714,complete,full_reference,full_reference,mpr,ammonia_pollution,high_300pct,2,300,535,53570,6.570519469982392,-1.081503173366464,-6.570519469982392,1.081503173366464,0.8653111871934858,0.5142727861571205,0.276492643656889,0.1619006199685389,0.2317757009345794,0.1476635514018691,1.0
