source,missing_set,experiment_mode,experiment,model_type,metric,point_estimate,bootstrap_mean,ci95_low,ci95_high,n_bootstrap,n_runs,n_per_run
external_10714,missing_bod,indicator_reconstruction,indicator_reconstruction_missing_bod,xgboost,nmae,0.2352615264893899,0.2352430609108748,0.2349453866029082,0.2356192161430019,200,5,10714
external_10714,missing_bod,indicator_reconstruction,indicator_reconstruction_missing_bod,xgboost,accuracy,0.3010640283740899,0.3011295501213365,0.2986186298301288,0.3034725592682472,200,5,10714
external_10714,missing_bod,indicator_reconstruction,indicator_reconstruction_missing_bod,xgboost,macro_f1,0.2934783960223276,0.2932829080732352,0.2873567173710278,0.2996000746736275,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lightgbm,r2,0.9359938354833308,0.9359662944949112,0.9334988032813384,0.9393455609696972,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lightgbm,mae,3.706889790562562,3.705885142343676,3.608556792178861,3.769590445804462,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lightgbm,rmse,3.815896510783436,3.817735559429524,3.724628614383606,3.905027676666111,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lightgbm,nmae,0.0612203103313387,0.0611961265034038,0.0598113994913235,0.0624611194604128,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lightgbm,accuracy,0.8014373716632444,0.8014468919171179,0.7990479746126564,0.8040134403584096,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lightgbm,macro_f1,0.700927698192737,0.7009266252811526,0.6978839989700123,0.7034213002353299,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lr,r2,-0.3081211670244198,-0.3081477033926218,-0.3102149826907366,-0.3062464461467079,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lr,mae,15.920514382557778,15.92077264982106,15.907166532608244,15.936846819021536,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lr,rmse,17.256593598746374,17.255854658943,17.24309399506965,17.270406732981044,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lr,nmae,0.2629316991339022,0.2629338109971507,0.2627112556995581,0.2632182928596674,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lr,accuracy,0.2798207952212059,0.2798376890050401,0.2792589135710286,0.2803061414971066,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,lr,macro_f1,0.2058504598706882,0.2058498122103713,0.2053300063778569,0.2062859565478977,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,mpr,r2,0.7256987820029865,0.725717447153061,0.7173197856136323,0.7384989194207142,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,mpr,mae,6.288882526864373,6.287327954742437,6.142822857613956,6.388224451016469,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,mpr,rmse,7.900285008203397,7.903421788581518,7.736553030480785,8.026030452782354,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,mpr,nmae,0.1038626346302951,0.1039648166703864,0.1016906642645106,0.1055032939887112,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,mpr,accuracy,0.6704685458278886,0.670543961172298,0.6607723539294381,0.6764639723725967,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,mpr,macro_f1,0.4830236586748436,0.4823024799392494,0.4400461737063969,0.5100970269099452,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,rf,r2,0.9360297586200091,0.936091950339341,0.9347800489607336,0.9373212230193768,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,rf,mae,3.636396802314737,3.6394287963350234,3.592591197374165,3.688029540787769,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,rf,rmse,3.81578199993274,3.8183055092235327,3.7733934870743866,3.86185871086152,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,rf,nmae,0.0600560991298883,0.0600552516584001,0.0592333642412868,0.0608143332068817,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,rf,accuracy,0.810696285234273,0.8106476572708605,0.8085868956505508,0.8132541534440919,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,rf,macro_f1,0.6519050650892229,0.6518546404868437,0.6441800040699615,0.6606019060628086,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,svm,r2,0.9080711473006572,0.9082125101790692,0.9058861897990182,0.9109285890929316,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,svm,mae,3.847505106939571,3.848152627319694,3.8005587413072224,3.906866457409096,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,svm,rmse,4.573936013533913,4.575672373372883,4.501806283097756,4.631580872992124,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,svm,nmae,0.0635426111798442,0.063577619509206,0.0623847946241062,0.0645229803040313,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,svm,accuracy,0.7427104722792609,0.742618723165951,0.73879036774314,0.745678551428038,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,svm,macro_f1,0.5541916846129988,0.5541014256281577,0.552547213838222,0.5556919098198906,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,xgboost,r2,0.9344319256057788,0.934496111703676,0.9322112189123296,0.936219882892096,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,xgboost,mae,3.777283336645813,3.7753595974064784,3.722147709434941,3.8424367966316337,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,xgboost,rmse,3.8627893783987632,3.864603949791851,3.806416760701192,3.935537059503875,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,xgboost,nmae,0.0623828792179325,0.0624107152374125,0.0615633831983949,0.0633342375834472,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,xgboost,accuracy,0.7981146163897704,0.7981190965092404,0.7952958745566547,0.800396210565615,200,5,10714
external_10714,missing_bod,inference_dropout,inference_dropout_missing_bod,xgboost,macro_f1,0.6901711385836284,0.6901586779310698,0.6853916873837428,0.6955321767414127,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lightgbm,r2,-0.0496715987629088,-0.0495356421659924,-0.0511623222704636,-0.0479623214542673,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lightgbm,mae,14.369956325718178,14.37070457379594,14.358548261742882,14.382503820982992,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lightgbm,rmse,15.458161717018154,15.458143104193644,15.44403604494354,15.47127581359766,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lightgbm,nmae,0.2373238038929509,0.2373221947612748,0.2370642835219797,0.2374917088307973,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lightgbm,accuracy,0.2770393877170057,0.2770470412544334,0.2760686951652044,0.2781052828075415,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lightgbm,macro_f1,0.2762938461178846,0.2764307341292314,0.2695691595435072,0.2833267759962686,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lr,r2,-0.3249903886629638,-0.3250453563851282,-0.3276578067532809,-0.3230367199191439,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lr,mae,16.0388346257053,16.039604926668044,16.02735865601944,16.054796436684647,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lr,rmse,17.36750672903535,17.367580626795124,17.354690353319903,17.38125902913838,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lr,nmae,0.2648857906805169,0.2649050890272768,0.2646847089612151,0.2651494044043707,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lr,accuracy,0.2772820608549561,0.2772598469292514,0.2767397797274594,0.2777674071308568,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,lr,macro_f1,0.2052639437434908,0.2052643561950537,0.2047941528952417,0.2057374932137501,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,mpr,r2,-0.3051769654486974,-0.3052258367433654,-0.3071583254318794,-0.3032938074893518,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,mpr,mae,15.97534261322391,15.974707207900606,15.96245770973288,15.988090641240229,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,mpr,rmse,17.237164250044053,17.237527565165756,17.22472908257942,17.250679883615813,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,mpr,nmae,0.2638372025305354,0.2638383918743625,0.2635896780867103,0.2640500002760519,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,mpr,accuracy,0.2724845995893223,0.2725210938958372,0.2716044427851409,0.2732872876610043,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,mpr,macro_f1,0.2525167610631126,0.2525520295917141,0.2515524163479409,0.25352590384371,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,rf,r2,-0.0234692306388138,-0.0235065921562638,-0.0256174060429251,-0.0217311033675246,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,rf,mae,14.115139271648726,14.114948512649676,14.096322640793383,14.127586992063494,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,rf,rmse,15.264001161775653,15.264792877253004,15.251573178632084,15.279559929350487,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,rf,nmae,0.2331154297547271,0.2331239516885558,0.2328046678908899,0.2333210085098186,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,rf,accuracy,0.2913757700205339,0.2913168751166697,0.2894306514840395,0.2931118163151017,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,rf,macro_f1,0.2977650067959371,0.2977959997009008,0.295548225428503,0.2999118096811743,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,svm,r2,-0.4178564524454058,-0.4177789893897079,-0.4192629306834384,-0.4159701779299737,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,svm,mae,16.50263015975824,16.50221451523313,16.488803698675504,16.5166781648373,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,svm,rmse,17.96583133263051,17.96595718389484,17.953610079592274,17.97713497229788,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,svm,nmae,0.2725455022255696,0.272516136296357,0.2722569759981857,0.2727702236018838,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,svm,accuracy,0.228486092962479,0.2284871196565241,0.2279820795221206,0.2288967705805488,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,svm,macro_f1,0.2919785633429778,0.2920347196249555,0.2908675764900653,0.2938267050844668,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,xgboost,r2,-0.048156863215381,-0.0481311622968981,-0.0497442685362547,-0.0467210015237768,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,xgboost,mae,14.35837485799955,14.358527983077682,14.345552094776242,14.369226984012297,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,xgboost,rmse,15.447005825959051,15.44700043111222,15.43763830794084,15.45568562902644,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,xgboost,nmae,0.2371325327497861,0.2371442147628975,0.2369533068866524,0.2373117586129198,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,xgboost,accuracy,0.2758820235206272,0.2759069441851782,0.2755460145603882,0.2764980399477319,200,5,10714
external_10714,missing_bod,reduced_retraining,reduced_retraining_missing_bod,xgboost,macro_f1,0.2783459663616623,0.2786772367012831,0.2752069194452725,0.2825168887432206,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lightgbm,r2,-0.1532522388012084,-0.1533657048317563,-0.1551970424193406,-0.1510810218135109,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lightgbm,mae,14.83980487287442,14.839586952916507,14.825811046141771,14.853820245223131,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lightgbm,rmse,16.202917363018763,16.203658343745364,16.19079442808258,16.215128869447504,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lightgbm,nmae,0.245083482623855,0.2450742838927362,0.2447678400140399,0.2453288278158478,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lightgbm,accuracy,0.2743886503640097,0.2743342355796154,0.2728943438491693,0.2757140190405077,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lightgbm,macro_f1,0.2607269406047575,0.2607149276645744,0.2582477719974457,0.2627335373616953,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lr,r2,-0.2673436244816959,-0.2672924017531342,-0.2700574143687645,-0.2650852873245877,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lr,mae,15.382912431446837,15.382537006712589,15.367321325189373,15.40152747386946,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lr,rmse,16.985494636394158,16.985598764089744,16.96948761295041,17.003656724370238,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lr,nmae,0.2540530541940022,0.2540663053569266,0.2537744718342102,0.2543733561602063,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lr,accuracy,0.2976479372783274,0.297580548814635,0.2968821168564495,0.2981902184058241,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,lr,macro_f1,0.235136110967825,0.2351486161157443,0.2346304587475408,0.2356914583068469,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,mpr,r2,-0.288761695564529,-0.28877850921959,-0.2912282567807988,-0.2868813731839896,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,mpr,mae,15.68084040198332,15.68208768703728,15.662017308590537,15.706530763506716,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,mpr,rmse,17.128423324226002,17.12890381523256,17.11366865655865,17.14595153565145,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,mpr,nmae,0.25897341704349,0.2589813926662368,0.2586748067746954,0.2593685889809608,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,mpr,accuracy,0.2642337128990106,0.2642226059361583,0.2623254620123203,0.266268433824902,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,mpr,macro_f1,0.2498802695658192,0.2500654662710894,0.2444939845677278,0.2566888985457083,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,rf,r2,-0.0079069832529265,-0.0080312786416434,-0.0141156895652581,-0.0031432254498715,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,rf,mae,12.891320976166776,12.890455969530723,12.850694348569114,12.937028515441224,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,rf,rmse,15.147444351016606,15.144394529771564,15.107310415150428,15.185819893358516,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,rf,nmae,0.2129037320589062,0.212901373822072,0.2121884963786085,0.2137756623084283,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,rf,accuracy,0.3803061414971066,0.3804243979839462,0.3786069628523426,0.3824341982452865,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,rf,macro_f1,0.3296367553912984,0.3294739978891118,0.3241350297210451,0.3333785876999027,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,svm,r2,-0.4973356953847551,-0.4972913227611271,-0.5026127848451761,-0.4927704626739624,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,svm,mae,16.685452269536107,16.68709502760921,16.65456410943727,16.716438989087226,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,svm,rmse,18.462488665270502,18.463517437262297,18.436210729328764,18.48885362706356,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,svm,nmae,0.2755648599427928,0.2755394631282864,0.275011890668576,0.2760220631613865,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,svm,accuracy,0.2485906290834422,0.2485172671271233,0.2472811274967332,0.2498973305954825,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,svm,macro_f1,0.2535268862283173,0.2533397983274611,0.2492295040902062,0.2575805250080772,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,xgboost,r2,-0.1617142440243252,-0.1615617694979152,-0.1651700060861335,-0.1582540139072228,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,xgboost,mae,14.841949458393028,14.840872041566543,14.813733374858586,14.871150755012756,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,xgboost,rmse,16.262233806596946,16.261089990590094,16.23676666997551,16.28985702165169,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,xgboost,nmae,0.2451189010469533,0.2451306284201933,0.2446517779893198,0.2456732658279773,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,xgboost,accuracy,0.2781967519133843,0.278265540414411,0.2744054508120216,0.2806608176218033,200,5,10714
external_10714,missing_bod_nh3n,indicator_reconstruction,indicator_reconstruction_missing_bod_nh3n,xgboost,macro_f1,0.261099428149724,0.2611026996694537,0.251776341833306,0.2667682877817023,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lightgbm,r2,0.830232921214823,0.830367142111838,0.8268369176141604,0.8340967578061098,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lightgbm,mae,5.675326390863071,5.675161015990735,5.6255971419770265,5.720014140275323,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lightgbm,rmse,6.2162930616465975,6.216224956689698,6.160785584869855,6.278381484865014,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lightgbm,nmae,0.0937295853156576,0.0937375264454908,0.0929043639215873,0.0946347534281568,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lightgbm,accuracy,0.6171737913011013,0.6171679111442973,0.6156430838155684,0.6191399103976105,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lightgbm,macro_f1,0.3997835936615891,0.3999334432435802,0.3977270381239033,0.4031000194068516,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lr,r2,-0.2809151535979126,-0.2809976911654578,-0.2831798238855418,-0.2791456359694832,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lr,mae,15.556373552676988,15.555994641687668,15.543478868728974,15.57203728377043,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lr,rmse,17.076202349079814,17.076526070886004,17.063674261379187,17.088230116647335,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lr,nmae,0.2569178125958214,0.2569109641481626,0.2567089641982407,0.2571766980815053,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lr,accuracy,0.2642337128990106,0.2642458465559081,0.2637292327795408,0.2646630576815382,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,lr,macro_f1,0.1335746304610361,0.1335806984445918,0.1333668017082201,0.1338930460975842,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,mpr,r2,0.6561217010319713,0.6560625318679406,0.6531951868037567,0.6593192347051264,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,mpr,mae,7.263830498235018,7.265325791010859,7.240943011011501,7.282668127493896,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,mpr,rmse,8.847649514204694,8.848583815009462,8.8064368662849,8.8794112276445,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,mpr,nmae,0.1199641700782001,0.1199709677790008,0.1196531282708334,0.1202752787364805,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,mpr,accuracy,0.5819861862983012,0.581908157550868,0.5807910210938958,0.5830502146723913,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,mpr,macro_f1,0.3510283969230907,0.3509041544195437,0.3485733954343583,0.3540031943235828,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,rf,r2,0.8427324761992814,0.8426503262619676,0.8376827324009254,0.8463900774107052,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,rf,mae,5.439451786447623,5.43589244876484,5.376489920353417,5.523247702072041,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,rf,rmse,5.982721938606271,5.9771802562427885,5.911339630342402,6.053323768788967,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,rf,nmae,0.0898340509735362,0.0899433576720167,0.0889438395094514,0.0912584261296419,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,rf,accuracy,0.6169497853276088,0.617185924957999,0.6088762366996453,0.6243704498786635,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,rf,macro_f1,0.404539010558039,0.4044465700113888,0.4001956517008582,0.4083329462549918,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,svm,r2,0.580253094623137,0.580870512158634,0.5756391779535883,0.5856732718888527,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,svm,mae,8.504623193631403,8.503598109888141,8.453069402025205,8.563293002302863,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,svm,rmse,9.774815888960424,9.776720502362108,9.702558266975092,9.844087283022237,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,svm,nmae,0.140456204684251,0.1404247515447328,0.1395796883803494,0.1415270732739511,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,svm,accuracy,0.5582415531080829,0.5582966212432332,0.557339929064775,0.5592682471532574,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,svm,macro_f1,0.3496055195772304,0.3496193414307891,0.3488699383695476,0.3502563761455607,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,xgboost,r2,0.850072414434711,0.8499785086570176,0.8469475149463285,0.8528565258202337,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,xgboost,mae,5.3488561754937,5.344450977849542,5.288545952545388,5.400177251346312,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,xgboost,rmse,5.84173239097471,5.842511989024778,5.787385136491349,5.906758132175416,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,xgboost,nmae,0.0883378393970883,0.0882796795875178,0.0873682408633034,0.0892437677145051,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,xgboost,accuracy,0.633600896023894,0.6334470785887624,0.6192967145790556,0.647881276834049,200,5,10714
external_10714,missing_bod_nh3n,inference_dropout,inference_dropout_missing_bod_nh3n,xgboost,macro_f1,0.3979233393312817,0.397836653908149,0.389669618539144,0.4053850247240053,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lightgbm,r2,-0.1294671362626263,-0.1293842297950458,-0.1322837778519246,-0.1265831725053335,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lightgbm,mae,14.8354507595477,14.836022086648612,14.812230262371289,14.856083685363254,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lightgbm,rmse,16.034951980891815,16.034524729728737,16.017609475172385,16.05369284283564,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lightgbm,nmae,0.245011573237782,0.2450042841244427,0.2446251614891708,0.2453523317153304,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lightgbm,accuracy,0.2558148217285794,0.2558619563188352,0.2549929998133283,0.2566548441291768,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lightgbm,macro_f1,0.2434048347094075,0.2434906470817095,0.2410545545361079,0.2473663535966088,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lr,r2,-0.2673325187604526,-0.2674728712608656,-0.2700735941489475,-0.2655259111327039,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lr,mae,15.383081144065304,15.382287903482098,15.367032328734078,15.398012672073358,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lr,rmse,16.98542028294364,16.985223635315286,16.970529183671303,17.002967936187733,200,5,10714
external_10714,missing_bod_nh3n,reduced_retraining,reduced_retraining_missing_bod_nh3n,lr,nmae,0.2540558405295673,0.2540719033123945,0.2538216222078208,0.2543707731985036,200,5,10714
