missing_set,experiment_mode,model_type,stress_scenario,severity,mean_window_detection_rate_mean_decrease,mean_window_detection_rate_drop_ge_1,mean_window_detection_rate_any_category_worse,mean_pct_category_worse,mean_pct_score_decreased,mean_pct_drop_ge_1,mean_pct_drop_ge_5,mean_score_drop,mean_delta_score,mean_severity_monotonicity_rate_drop,min_severity_monotonicity_rate_drop
complete,full_reference,rf,organic_pollution,medium_100pct,1.0,1.0,1.0,0.7649360599611363,0.999570463588415,0.998413065605626,0.9214361062274452,15.794345159760656,-15.794345159760656,1.0,1.0
complete,full_reference,rf,suspended_solids_event,high_300pct,1.0,1.0,1.0,0.2472858332562228,0.9557788470435828,0.8252688072545572,0.4309466086795595,4.575730563375591,-4.575730563375591,1.0,1.0
complete,full_reference,rf,suspended_solids_event,low_30pct,1.0,0.4,0.9813084112149532,0.0508994170445081,0.7177779217174054,0.2554627556213565,0.016202831498103,0.9585987586194132,-0.9585987586194132,1.0,1.0
complete,full_reference,rf,suspended_solids_event,medium_100pct,1.0,1.0,0.994392523364486,0.1354523919681687,0.8683799389284722,0.600765614879245,0.1019502174516517,2.4698860356805783,-2.4698860356805783,1.0,1.0
complete,full_reference,svm,ammonia_pollution,high_300pct,0.5700934579439252,0.4037383177570093,1.0,0.1872839826038678,0.8562511335245675,0.622906819653928,0.2383923382992505,0.0828372979775657,-0.0828372979775657,0.4018691588785046,0.4018691588785046
complete,full_reference,svm,ammonia_pollution,low_30pct,0.8841121495327103,0.0,0.9682242990654204,0.0374475802720459,0.9167117608957158,0.2389503099842694,0.0,0.386270011441456,-0.386270011441456,0.4018691588785046,0.4018691588785046
complete,full_reference,svm,ammonia_pollution,medium_100pct,0.7794392523364486,0.4485981308411215,1.0,0.0939426297769964,0.8954992134727492,0.4576437494216711,0.0237507171277875,0.5916220316488886,-0.5916220316488886,0.4018691588785046,0.4018691588785046
complete,full_reference,svm,combined_pollution,high_300pct,0.0,0.0,1.0,0.1383353382067178,0.2178358471361154,0.1625855464051078,0.0172701027112057,-12.728949044528177,12.728949044528177,0.0,0.0
complete,full_reference,svm,combined_pollution,low_30pct,1.0,0.9813084112149532,1.0,0.3729062644582215,0.7687249005274359,0.7307084297214768,0.4776835384473026,4.9038973278551,-4.9038973278551,0.0,0.0
complete,full_reference,svm,combined_pollution,medium_100pct,0.0,0.0,1.0,0.1718245581567502,0.2998251133524567,0.2366743777181456,0.0791287128712871,-6.69273543259186,6.69273543259186,0.0,0.0
complete,full_reference,svm,conductivity_event,high_300pct,0.4616822429906542,0.0,1.0,0.0701706301471268,0.8687001017858795,0.2345485333580087,0.0013071157583048,-0.4038361313623065,0.4038361313623065,0.3252336448598131,0.3252336448598131
