dataset_size,dataset,fold,model_type,split,n_samples,r2,mae,rmse,nmae,accuracy,macro_f1,training_s,prediction_s
50000,dataV1_50000,4,lr,train,40000,0.7557834040055529,7.864229550251608,9.96550266910324,0.087555439214558,0.54625,0.4755181879872778,0.183685852214694,0.0575260035693645
50000,dataV1_50000,4,lr,test,10000,0.7567890506711578,7.858625552028135,9.926094088052604,0.0892315834225972,0.5514,0.4658132920708728,0.183685852214694,0.037676503881812
50000,dataV1_50000,4,mpr,train,40000,0.8890785429477092,5.330147588420694,6.716134824961621,0.0593425471879391,0.72725,0.6163138484523014,112.83007289096712,0.0564993321895599
50000,dataV1_50000,4,mpr,test,10000,0.8936437920172863,5.29083418364614,6.563995102502312,0.0600753285301026,0.7341,0.6289925199374238,112.83007289096712,0.0779509004205465
50000,dataV1_50000,4,svm,train,40000,0.9850745234392868,1.778258188730188,2.463631375563319,0.0197980203599442,0.903475,0.8181455758686041,115.34544432349504,97.5047198254615
50000,dataV1_50000,4,svm,test,10000,0.9847524300117688,1.792956369194442,2.4853476352773245,0.0203583100850964,0.9036,0.8208825126782425,115.34544432349504,20.863991709426045
50000,dataV1_50000,4,rf,train,40000,0.9998295076873231,0.1439568158333341,0.2633079815894206,0.0016027256271802,0.9916,0.988076215706872,9.610189527273178,1.1238551177084446
50000,dataV1_50000,4,rf,test,10000,0.9987661408643628,0.3875954133333316,0.7070003300432975,0.0044009925438098,0.9791,0.9502764089036528,9.610189527273178,0.3805100005120039
50000,dataV1_50000,4,xgboost,train,40000,0.999672178007264,0.2378875556182861,0.3651158327824079,0.0026484920465184,0.98655,0.98092326243272,7.876693684607744,0.1251317672431469
50000,dataV1_50000,4,xgboost,test,10000,0.9995477267745632,0.275023292098999,0.428042867893872,0.0031227806528783,0.9847,0.9787918706829514,7.876693684607744,0.1921778433024883
50000,dataV1_50000,4,lightgbm,train,40000,0.9995770409875916,0.2727147316446239,0.4147255241453177,0.0030362361572547,0.986325,0.9750854733090292,17.101044522598386,0.2052980847656726
50000,dataV1_50000,4,lightgbm,test,10000,0.9994530954753492,0.3023260035992188,0.4706982506243963,0.0034327921380631,0.9858,0.9795639151184616,17.101044522598386,0.0634405296295881
50000,dataV1_50000,5,lr,train,40000,0.7563301215660677,7.840817387351632,9.95134579852115,0.0872947827583125,0.549475,0.4752120158794258,0.1810142192989587,0.0610341280698776
50000,dataV1_50000,5,lr,test,10000,0.7546023180802577,7.904280744920737,9.982709847631073,0.0912207818225128,0.5443,0.4695776490327362,0.1810142192989587,0.0404600836336612
50000,dataV1_50000,5,mpr,train,40000,0.8929394498637317,5.2347947418993295,6.596227560873142,0.0582809479169375,0.732375,0.6209325049472939,11.526183303445578,2.921039430424571
50000,dataV1_50000,5,mpr,test,10000,0.8773809709154561,5.324287573160047,7.056545673143731,0.0614459039025971,0.7294,0.6079270392139002,11.526183303445578,0.0126282684504985
50000,dataV1_50000,5,svm,train,40000,0.985250810121332,1.7672815615810673,2.4483019461627373,0.0196758134221895,0.904275,0.8318925338918103,112.70285910740496,139.24846388585863
50000,dataV1_50000,5,svm,test,10000,0.9842834570535292,1.7996505322475012,2.526339614581376,0.0207691925244951,0.9038,0.7805264392424957,112.70285910740496,37.61684554815293
50000,dataV1_50000,5,rf,train,40000,0.9998224002660708,0.1448319816666675,0.2686594057856742,0.0016124691790989,0.99205,0.986693584467514,12.820668771862984,1.3939677514135838
50000,dataV1_50000,5,rf,test,10000,0.9988722810187024,0.3795990833333337,0.6767272512368294,0.0043808318907482,0.9786,0.9793021215542504,12.820668771862984,0.8821584209799767
50000,dataV1_50000,5,xgboost,train,40000,0.9996637958946596,0.2393633016471862,0.3696429270393014,0.0026649220846936,0.98775,0.9787151242570744,4.169433766975999,0.2087823040783405
50000,dataV1_50000,5,xgboost,test,10000,0.9994896243546842,0.2826610189056396,0.4552586344145654,0.0032621006221077,0.9833,0.984934973426855,4.169433766975999,0.0835149101912975
50000,dataV1_50000,5,lightgbm,train,40000,0.9995503371400124,0.2791352671287968,0.4274884680237377,0.0031077184049075,0.985375,0.9697315074015572,8.458334777504206,0.2509736530482769
50000,dataV1_50000,5,lightgbm,test,10000,0.9994157003638348,0.3056368173221983,0.4871144672554085,0.0035272569800599,0.9825,0.9780393190108712,8.458334777504206,0.0662139225751161
