DO,BOD,NH3N,EC,SS,Score
117.2,0.4,0.07,231,1.9,93.64
107.7,1.6,0.02,211,5.6,91.51
103.3,1.2,0.11,276,12.2,88.57
98.8,2,0.07,305,3.5,89.83
102,0.9,0.01,253,1,95.11
111.4,2,0.07,266,44.6,76.12
97.4,2.6,0.59,290,46.7,68.84
108.2,1.2,0.08,459,1.8,92.22
127.2,2.2,0.76,476,5,76.42
117.7,2.6,0.62,476,25.6,69.73
130.6,2.8,0.19,341,3.7,78.8
95.6,1.8,1.02,376,7.8,81.61
89.4,1.8,0.98,368,13.6,77.44
112.6,1.8,0.17,355,6.1,87.73
102.8,1.8,0.17,380,5.1,89.07
96.4,1.6,0.18,337,97.6,77.7
89.4,2.4,0.24,489,188,70.09
111.9,0.2,0.05,270,11.6,91.78
108.2,0.2,0.06,323,7,96.03
100.6,1.6,0.29,157,13.4,84.75
106,1,0.6,220,13.2,83.43
105.9,1.1,0.1,224,15.9,88.84
113.7,1.5,0.1,523,10.6,85.96
89.8,1.7,0.68,523,80.2,71.4
100.2,2.2,0.11,463,480,71.25
102.4,1.8,0.08,451,421,73.25
102.2,2.2,0.12,310,146,72.89
103.2,10.2,0.06,327,197,61.21
103.6,8,0.1,321,171,62.06
85.2,25.5,0.81,359,261,48.83
83.6,4.3,0.66,362,262,58.17
85.9,2.4,0.69,469,170,64.72
36.4,18.5,3.08,1090,158,21.76
71,2.8,1.58,668,150,52.6
38.4,12,6.08,2030,271,20.75
72.2,2.6,1.55,371,528,52.49
31.5,6.1,1.53,467,398,28.65
98,0.9,0.12,357,20.2,89.9
93.9,1.4,0.15,422,86.5,78.86
95,2,0.45,477,119,69.87
81.8,2.4,1.1,497,332,61.23
81.8,5.9,1.41,266,318,52.88
101.5,0.1,0.01,355,10.4,93.97
77.4,1.5,1.13,347,373,63.09
76.7,1.7,0.66,274,206,64.44
45.2,1.6,1.22,291,273,45.57
59.4,1.2,0.8,760,416,53.22
102.8,0.9,0.01,301,17,91.24
100.7,1.4,0.21,315,132,75.19
52.7,1.8,0.87,4470,686,47.06
93.8,0.5,0.01,473,44.3,84.27
103.6,0.6,0.02,459,147,80.7
94.1,0.2,0.19,374,386,79.83
86.3,1.1,0.3,388,189,74.25
95.2,1.1,0.11,460,373,77.84
87.8,1.5,0.39,296,465,69.98
64.4,3.5,1.62,530,107,45.91
88.7,0.1,0.23,407,582,77.1
71,1.5,0.61,457,375,61.93
54.6,1.5,0.74,4220,820,50.1
81.8,2,0.81,466,535,62.39
64.6,1.3,0.56,509,324,59.23
87,0.6,0.05,639,440,77.7
69.2,1.2,0.09,417,331,67.52
99,0.4,0.18,542,522,77.5
76.6,1.9,0.73,439,146,62.95
72,1.2,0.53,8710,99.2,67.33
44.6,1.1,0.76,16100,79.4,51.8
78.5,1.3,0.11,629,899,71.3
95.1,1.1,0.07,606,384,78.4
82.7,1.4,0.16,525,2150,71.9
69.4,0.5,0.49,31300,46,67.48
88.3,1.8,0.12,501,38.2,80.73
62,2.8,2.53,519,122,45.73
64,2.6,2.74,790,54.2,50.04
37.9,3.4,3.59,6850,33.8,38.22
35.1,2.3,3.58,1370,92.8,37.88
55.7,4.1,3.04,22700,46.4,40.16
65.1,2.4,2.37,32700,31.7,55.07
70.1,4.4,10.6,739,21.1,52.86
65.7,2.8,9.81,765,132,43.43
67.3,3.4,9.85,908,80.3,44.88
40.8,4.4,11.5,644,54.6,30.57
85.1,3,12.8,989,61.9,56.07
83.5,1.9,0.31,460,184,70.02
63.5,3.2,6.81,9610,19.4,52.01
62.5,2.2,4.23,733,137,46.1
92.2,0.4,0.07,418,129,80.75
99.8,0.9,0.02,453,817,77.98
100.8,0.9,0.37,480,1710,73.33
106.4,0.3,0.01,420,643,79.62
102.8,1,0.03,415,2420,77.26
93.9,0.8,0.04,468,499,78.03
97,0.6,0.01,477,856,79.28
96.9,0.6,0.01,490,474,79.28
96.4,0,0.01,562,428,80.92
101.1,0.1,0.01,422,378,82.59
100.9,0.8,0.03,456,535,78.15
91.7,0.3,0.78,467,2010,71.42
98.5,0.6,0.01,461,708,79.26
50.2,3.5,5.44,777,21.2,45.53
56,8.1,9.63,654,53,33.04
76.9,0.9,1.43,275,59.8,67.54
72.2,1.6,0.76,351,37.4,67.84
50.3,2.9,3.96,581,38.7,44.58
39,2.6,4.23,545,29,40.97
37.8,2.5,3.73,21100,19.4,45.84
63,1.6,2.22,528,7.09,66.99
94,0.1,1,468,154,72.7
81.8,2,1.42,16600,79.6,64.8
116.6,0.6,0.01,333,2.4,93.99
100.3,0.7,0.01,297,11.2,92.15
119.4,0.2,0.01,345,5.6,94.62
99.5,8,0.8,278,258,54.94
105,0.8,0.01,348,32.8,86.65
91,0.2,0.09,717,40.4,83.78
93,1.1,0.47,35200,54.9,75.4
95,0.7,0.01,390,5.5,95.99
97.9,0.1,0.03,21700,15.7,93.31
101.6,0.6,0.03,438,350,80.72
92.7,0.8,0.02,202,5.4,95.36
105.2,0.4,0.03,310,3.2,96.26
102.5,0.8,0.03,264,5.2,95.14
94.8,0.2,0.1,250,9.2,96.29
103.8,1.5,0.04,216,4.4,92.09
107.1,0.3,0.03,211,2.8,96.33
104.4,3.2,0.26,212,13.3,78.23
79,4.4,1.35,313,20.2,64.69
71.9,7.9,0.62,2110,19.3,59.99
101.6,2.8,0.23,146,10.6,80.37
95.8,2,0.08,494,600,72.6
91.6,2.5,0.1,462,426,69.93
96.6,1.7,0.06,520,446,74.19
101.8,2,0.04,504,200,74.91
33.2,10.4,2.91,191,45.2,26.13
69.8,3.9,0.85,8030,26.8,56
98.8,1.5,0.08,126,55.8,79.48
63,3.4,0.74,18000,37.2,54.6
93.2,1.3,0.11,412,81,79.78
101.7,4.7,0.02,310,139,66.85
99.7,1.1,0.09,425,97.3,80.94
101.9,1.7,0.24,409,148,73.46
101.4,0.8,0.04,342,50,82.72
107.3,1.8,0.05,418,59.8,77.91
106,0.5,0.03,269,8.8,95.84
102.7,2.6,0.03,331,10.8,83.85
100.4,0.8,0.07,424,42.4,82.34
103.1,1.7,0.11,424,62,77.95
92.2,0.3,0.02,270,3.6,96.99
92.3,2.6,0.87,346,12.5,75.02
65,5,2.38,426,38.3,48.98
69.6,1.5,0.82,502,26.3,65.45
105,0.6,0.02,231,3.4,95.77
103.8,0.7,0.03,453,85.8,83.04
97.9,0.9,0.02,336,5.6,95.14
98.3,0.9,0.05,437,35.5,86.14
102.5,1,0.04,459,36.7,85.69
102.8,0.5,0.01,402,41.8,84.11
100.6,0.1,0.01,408,160,82.62
101.3,0.9,0.01,425,11.8,91.35
96.3,1.3,0.15,520,344,76.5
75.9,3.4,0.38,561,277,59.89
100.9,0.5,0.07,555,192,80.51
102.5,0.6,0.02,616,101,80.8
108.7,2.3,0.33,230,6.8,84.22
104.1,4.1,1.21,262,11.4,68.74
113.5,4.8,0.75,320,14.1,68.4
101.3,2,0.14,1540,7.6,88.7
100.1,1.8,0.37,312,5,86.78
100,1.1,0.36,332,5.3,89.82
14.2,3.8,2.85,5010,23,36.82
47.5,2.8,1.44,24300,22.2,51.86
105.3,3.7,0.13,232,49,69.67
98,3.1,0.3,228,79.8,69.95
69.5,2.7,0.92,332,25.8,59.68
52.4,6.5,2.57,438,32.3,40.9
90.1,9.7,0.81,206,386,53.29
96.1,0.2,0.05,123,4.7,97.05
91.9,3.3,1.13,217,11.8,71.3
106.3,2.5,0.13,102,3.1,86.27
44.1,3.9,1.1,180,13.1,48.02
44.8,5.7,1.99,193,27.2,39.8
36.1,4.6,1.65,214,35.9,38.06
101.8,1.2,0.04,109,12.9,89.7
103.5,1.3,0.05,97,4.4,92.81
92,2.2,0.33,142,15.3,81.57
102.7,1.4,0.05,100,21.5,88.67
98.3,2.8,0.59,182,15.1,76.57
77,6.6,0.32,220,11.3,67.73
110.4,1.9,0.05,176,6.2,89.37
110.8,2.7,0.36,201,11.2,78.07
110.6,5.8,2.38,286,14.5,63.98
98,1.5,0.04,174,7.2,92.43
103.1,1.3,0.04,209,5.7,92.99
98.5,2.6,0.14,99,6.8,86.32
106.9,1.7,0.03,112,12.5,87.24
31,3.9,1.39,216,65.6,34.36
24.6,4.9,2.25,346,40.1,29.68
88,2.7,0.49,213,14.1,77.16
38.3,3.8,1.05,242,17.9,46.2
44.7,4.7,1.65,285,12.9,45.9
28.1,4.4,1.85,397,15.1,40.24
90.2,4.3,1.13,284,24.7,68.44
61.4,3.9,0.76,264,18.4,57.37
30.3,4.9,1.87,312,13.4,40.41
104.4,1.6,0.02,199,45.3,79.56
87.4,1.3,0.01,191,8.2,92.81
85,10.9,9.55,2090,6.4,58.85
86.3,5,5.49,1300,7.3,64.8
57,6.1,4.82,1130,10.2,45.29
84.4,6,1.25,516,10.6,65.26
66.7,8.7,1.55,685,18.7,52.08
75.1,14.2,9.32,2160,7.4,53.46
69.1,5.9,3.74,1310,11.4,52.78
88.8,6.2,2.89,302,10.6,63.21
92.2,21.2,1.4,123,188,48.56
89.3,14.6,1.33,119,230,49.51
111.7,3.9,0.31,218,14.8,74.43
90.7,4.3,0.63,166,25.8,66.58
97.8,3.4,1,301,13.2,71.44
96.1,5.1,1.81,421,13,67.42
91.4,20.2,1.49,409,306,48.44
73.8,3.4,0.5,400,13.7,68.71
102.9,7,0.56,383,20.5,69.05
104.5,3.3,0.36,596,14.9,76.66
97.1,2.1,0.16,170,3.9,88.18
86.4,4.8,3.6,644,5.1,67
123.8,5.3,1.35,570,8,67.55
108.8,3.9,0.45,403,10.7,73.32
64,10.3,0.92,1140,15.1,51.24
114,3.4,0.17,281,10,81.05
106.2,2.7,0.43,343,12.6,77.97
108.1,0.9,0.16,222,16.8,88.5
101.1,0.7,0.14,237,19.1,90.24
71.2,6.4,10.7,2590,21,51.56
79.5,5.6,7.69,2040,29.1,53.01
98.3,1.7,0.2,581,20.9,85.54
76.1,4.3,1.4,2660,26.4,58.46
54.8,10.2,2.84,412,19,43.32
106,4.6,0.79,344,10.4,69.43
71.5,9,12.4,5120,19.5,49.32
87.1,6.5,9.61,4080,8.7,62.63
88,1.5,1.81,21100,30.4,71.63
88,8.3,10.4,5030,12.7,57.21
101.6,0.1,0.1,230,38.5,87.9
105.6,1.1,0.18,237,39.2,83.03
98,1.6,0.26,221,57.3,76.67
100,1.3,0.25,233,92.2,77.98
101.1,2.6,0.38,224,22.4,79.41
111.8,0.3,0.13,213,11.6,90.37
105.4,0.7,0.17,215,14,89.45
101.9,0.9,0.13,253,2.8,93.39
109,0.3,0.09,250,2.6,95.19
105.9,0.5,0.14,256,3,94.28
107.6,0.9,0.17,170,3.6,92.24
106.5,1.9,0.36,540,18.1,82.08
103.2,1.9,0.19,627,15.5,84.54
104.5,5.8,0.04,293,37.3,72
101.5,1.5,0.02,306,6,92.58
109.8,1.7,0.06,320,4.3,90.17
74.5,2.5,0.78,711,11,70.17
105.8,1.9,0.05,268,1.1,90.02
54,10.2,0.75,28900,35.6,42.3
42.9,7.8,0.92,12700,11.9,43.24
122.7,7.4,0.04,352,5.5,75.16
136.5,0.5,0.02,366,5.5,88.54
126.7,2.6,0.07,382,7.6,82.41
51.5,2.2,0.29,39000,12.1,62.71
130.9,22.3,0.26,16200,47.3,52.21
102.8,1.4,0.03,165,2.1,92.75
121.6,6.9,0.02,203,3.3,76.26
125.2,3.9,0.03,235,3.7,78.93
103.4,0.1,0.03,180,1.8,97.32
100.2,0.5,0.01,382,2.6,96.64
104.6,3.6,0.01,393,22.9,80.32
111.6,2.2,0.02,424,25.9,79.76
104.5,13.3,0.05,315,13,71.39
104.4,6.4,0.01,459,10.8,76.35
112.8,7.6,0.03,119,1.5,77.32
110,2.1,0.02,248,2,89.01
105,3.2,0.03,213,4.5,85.11
112.1,18.7,0.03,214,2.7,73.2
112,0.1,0.09,206,11,91.47
112.6,1.1,0.03,221,20.5,88.83
113.2,0.9,0.06,249,16,89.05
114.1,4.2,0.06,248,4.5,80.42
103.1,5.8,0.01,261,1,81.13
105.6,7.2,0.04,283,60,66.3
95.8,7.7,0.34,339,75.2,62.39
102.3,0.4,0.08,412,11.7,92
96.5,10.8,0.45,445,25.2,62.96
94.5,2.3,0.52,450,30,74.5
110.8,2.1,0.36,384,15.2,80.59
77.1,3.6,1.83,378,7.9,68.53
96,2.8,1.74,364,6.2,76.08
106.8,6.5,0.18,296,9.5,77.34
117.4,3.4,0.18,345,12.3,76.41
96.6,16,0.13,318,114,58.57
89.2,4.4,0.3,388,240,62.99
108.3,2.8,0.08,273,26.6,76.92
106.2,2.8,0.04,290,19.1,82.53
103.1,1.3,0.27,141,15.6,86.08
105,1.7,0.21,224,20.8,84.97
107.2,0.5,0.21,241,24.6,89.38
112.5,2.7,0.1,482,31.9,76.34
90,5.3,0.54,479,214,60.06
99.5,1.5,0.05,495,236,77.03
100.1,0.3,0.1,447,140,80.76
100.6,2.8,0.13,449,234,70.35
114.7,12.6,0.07,335,12.3,69.74
105.7,15.1,0.05,377,15.7,70.76
106.4,7.2,0.04,385,12.6,74.75
99.6,2.8,0.04,457,58.3,74.53
88.2,4.6,0.62,416,2730,57.33
87.2,2.9,0.73,479,1100,60.76
78.6,2.6,0.52,498,728,60.95
72.4,2.2,0.77,557,491,56.78
64.9,3.8,1.05,699,580,44.43
75.5,2.7,1.22,563,97.8,59.62
47.2,3.4,0.92,1600,446,38.05
101.3,0.7,0.09,355,14.6,90.92
101.4,2.5,0.1,385,25.2,78.6
94.4,8.6,0.21,465,56.2,63.21
75,2.4,0.9,544,244,58.71
72.4,2.9,0.68,470,47.6,59.35
107.9,0.2,0.02,358,24,92.86
69.4,2,2.74,766,19.5,63.85
60.8,1.2,2.92,770,29.3,57.93
39.5,0.7,2.42,693,24.5,56.27
60.9,0.3,1.5,5680,51.4,59.63
113.4,0.6,0.02,338,24.6,90.68
106.1,0.2,0.04,402,15.3,92.8
69.5,1.1,1.31,24600,57.1,61
109.3,0,0.02,428,18.4,93.03
98.5,0.1,0.01,437,47.9,85.55
77.6,0.7,1.13,664,14.7,77.74
93.3,1.1,0.52,634,17.2,84.25
110.5,1.1,0.13,581,17.6,87.75
91.4,1.4,0.76,714,44.6,72.23
78.8,1.1,0.56,10600,67.1,71.48
67.2,2.1,1.36,640,494,51.33
79.8,1.4,0.74,731,69.5,69.41
12.5,2.2,1.32,872,35.9,40.42
36.6,0.8,1.35,21500,38.8,51.48
18.2,1.7,1.38,7060,26.5,43.2
90.1,1.5,0.09,661,784,74.16
86.3,0.4,0.3,544,312,76.77
82.4,0.3,0.22,667,354,76.96
75.1,1.4,0.57,625,82.2,68.42
66.9,1.4,0.61,10800,48.7,62.1
81.9,1.2,0.37,26200,45.8,73.98
83.3,1.1,0.2,615,349,74.69
110.9,2,0.08,39500,31.9,78.98
86.2,2.3,0.21,356,127,70.29
58.1,13.7,2.03,176,695,31.48
28.8,4.7,3.45,1820,71,29.03
36.5,3,4.2,12900,21.7,42.99
40.3,5.2,2.28,729,310,31.81
53.9,0.5,1.9,8900,63.7,54.95
74.1,1,1.89,35900,63.6,63.87
126,16.8,17.1,798,21.1,50.08
37.1,2.8,4.77,589,253,32.23
42.2,2,4.57,677,475,35.75
22.8,1.7,6.9,962,740,29.67
82.8,0.9,1.25,548,101,67.56
78.4,1.4,6.07,891,497,55.55
119.7,2.3,0.08,997,112,70.12
106.5,1.2,0.13,477,326,76.54
27.7,2.7,7.53,8230,20,39.78
77.6,2.1,2.72,668,159,57.89
82,0.7,0.07,465,860,75.65
92.5,0.1,0.03,462,1000,80.34
93.8,0.8,0.23,464,605,75.42
89.5,1.3,0.75,530,201,69.63
101.2,0.4,0.01,433,312,81.7
91.9,0.7,0.03,407,1060,78.39
98,0.9,0.08,466,335,79.06
102.7,0.8,0.01,475,296,80.22
97.5,0.2,0.01,498,221,82.44
102.3,0.2,0.01,455,242,82.23
98.7,0.7,0.01,415,102,80.81
102.4,0.5,0.03,445,277,81
87.1,1.1,0.82,524,474,67.61
100.1,0.3,0.01,492,539,80.17
57.6,4.7,8.49,676,48.7,37.34
72.1,5.6,6.11,612,27.7,48.72
66.8,1.8,2.15,284,69.1,55.8
74.2,1.8,0.55,341,26.1,70.16
55.4,4.8,3.61,556,47.3,38.81
49.1,4.1,3.61,554,28.3,40.77
49.2,4,3.57,14100,19.9,45.51
60.6,2.8,3,296,11.4,55.74
96.7,1.9,0.79,501,10.4,78.73
92.6,2.3,0.53,5900,55.5,70.35
106,1.6,0.01,249,3,91.88
110,1.5,0.01,298,4.5,91.73
95.9,0.9,0.01,401,154,80.08
95.9,0.8,0.01,405,118,80.46
59.2,0.8,0.26,745,55.6,64.7
57.5,0.2,0.12,36400,54.3,66.91
98.9,0.1,0.05,338,44.2,84.95
98.5,0.5,0.32,550,83.2,80.18
102.6,1.1,0.02,429,496,77.03
95.2,0.6,0.02,192,2.6,96.21
104.8,0.7,0.03,285,4.3,95.29
104.2,1,0.02,242,18.2,90.58
103.7,1.6,0.05,240,5.4,91.53
105,1.2,0.08,187,7.3,92.63
104.9,1.1,0.06,181,8,93.33
110.2,2.3,0.4,211,8,83.19
122.4,3.6,0.48,266,10.3,71.06
128.4,4.3,0.43,822,12.8,68.25
103.9,2.7,0.54,146,10.6,77.1
97.9,1.3,0.02,458,260,78.35
99,2,0.01,455,346,75.51
95,1.7,0.11,439,888,73.44
98.7,1.4,0.02,476,567,76.02
76.3,3.4,1.23,194,16.4,66.02
79.9,4.2,1.11,10200,42.9,57.08
104.9,0.1,0.03,144,9.6,97.17
68.8,3.3,0.78,20600,21.8,62.23
90.9,1.8,0.09,416,86.6,77.74
101.7,1.9,0.01,276,172,75.8
96.3,1.9,0.06,403,208,75.23
101.7,1.1,0.12,384,356,77.56
102.9,0.9,0.05,324,171,79.24
97.5,0.2,0.02,358,295,82.29
116.8,1.7,0.04,247,8,89.15
102.8,0.4,0.03,314,181,81.29
98.4,1.4,0.05,398,758,75.59
100,0.4,0.22,384,138,78.84
91.8,0.3,0.02,240,4.4,96.96
132.8,3.3,0.69,331,42.6,58.54
83.7,3.1,1.4,422,17.6,69.91
74.2,3.3,0.88,472,26.7,61.47
107.7,1.6,0.02,228,6,91.5
105.5,1.3,0.02,439,31,84.49
100.7,1.1,0.01,323,5.4,94.41
94.7,0.1,0.06,462,39.6,88.58
97.4,0.1,0.05,420,36,88.78
98.4,0.4,0.01,434,2.3,97.02
100.3,0.1,0.25,581,108,79.32
98.4,0.9,0.01,448,8.4,95.28
93.5,1.4,0.21,521,98,78.03
85,2.7,0.39,578,201,66.14
95,0.1,0.1,592,149,81.37
97.5,0.5,0.04,561,358,81.07
104.9,1.4,0.21,128,8.2,90.05
101.2,2.9,0.26,135,12.4,79.63
97.9,2.1,0.25,152,15.8,83.2
102.1,2,0.08,776,5.1,89.5
98.2,2.8,0.23,246,19.6,80.52
95,1.2,0.21,244,285,76.09
55.1,2.2,0.84,2290,25,59.96
53.3,1.3,0.74,15100,28,58.64
96.3,1.5,0.09,245,18.8,87.91
103.3,1.8,0.12,238,24.3,85.92
95.1,2.2,0.24,254,28.7,78.11
76.6,1.6,0.3,272,29.5,75.15
99.7,1.9,0.13,263,26.8,80.84
106.4,1.2,0.05,140,2.8,92.9
92.3,9.5,1.88,281,7.8,66.08
99.3,1.1,0.1,93,22.8,89.38
97.9,0.7,0.17,95,24.2,89.96
94.3,1.6,0.2,94,18.6,85.93
103,2.5,0.18,128,9.1,85.94
90.2,3.9,0.2,153,13.4,76.81
103.3,0.6,0.05,120,5.8,95.5
109.2,1.4,0.07,113,6.4,91.4
88.4,1.6,0.24,148,16.1,84.76
103.5,0.5,0.06,100,6.6,95.67
106.3,0.8,0.05,113,6.2,94.46
99.2,1.6,0.06,91,6.6,91.69
79.5,2.8,0.53,184,29.5,69.01
60.2,3.3,0.93,174,29.8,52.74
92.9,1.5,0.19,147,12.3,86.4
65.2,2.1,0.44,147,24.2,68.74
67.6,2.2,0.47,159,34.5,64.45
54,2.4,0.45,143,21.4,62.03
80.6,2.3,0.65,166,27,70.44
74.7,2.4,0.37,148,44.2,65.99
65.2,2.8,0.44,155,18.1,65.82
110.9,2,0.03,218,8.4,89.14
86.3,1.4,0.05,224,4.5,91.57
84.8,11.8,3.92,1670,8.6,60.57
76.4,6,1.06,731,4.8,66.11
56.3,22.6,3.31,557,50.2,31.82
81.6,48.4,1.7,332,377,44.21
82.2,46.1,1.16,281,992,43.58
77.9,11.9,4.12,1620,8.9,57.65
75.1,5.7,1.51,911,7.4,64.97
73.5,9,2.37,346,19.7,55.25
74.6,56,2.04,228,281,40.01
82.8,28,1.93,204,233,45.07
90.5,4.6,0.35,192,23.7,73.74
76.9,4.9,2.45,229,14,61.32
96.7,8.3,1.51,281,29.8,59.21
89.5,6.3,1.59,359,18.2,65.32
93.9,32.8,1.13,225,196,48.26
91.4,39.5,0.63,269,304,50.59
92.5,5.7,0.46,339,32.8,67.1
85.1,12.6,1.25,428,21.3,60.77
102.5,2.6,0.16,152,11.5,82.03
83.2,7.6,1.81,385,11.4,62.03
94.1,5.2,1.21,289,17,68.24
102.2,4.6,0.86,271,15.7,69.34
93.1,6.6,0.52,231,186,58.63
82.5,7.6,0.51,189,2020,53.68
92.5,10.9,0.42,199,121,56.41
108.1,0.5,0.08,294,4.8,94.83
110.6,0.6,0.08,318,4.4,94.11
100.5,4.2,0.59,488,24.3,72.14
70.5,6.2,9.59,2450,24.4,51.27
83.2,2.7,8.43,4310,17.6,65.16
82.5,1.9,0.17,586,26.8,78.12
75,3.6,1.17,2940,26.6,59.91
91,6.5,0.42,149,124,59.6
101.3,2.6,0.13,285,10.1,82.53
99.3,3.8,0.53,378,9.2,77.49
73.8,6,13.9,5110,16.5,53.93
89.1,9.5,8.68,3640,11.6,56.61
91,2.2,1.53,14200,33.2,69.73
81.7,6.1,11.3,5020,17.9,57.8
103.4,1.5,0.06,301,4,91.84
109.5,1,0.05,287,4.2,93.25
112.3,1.3,0.11,321,8.3,90.72
87.5,2,0.49,4540,23.4,79.91
99.5,1.8,0.13,254,15.4,86.03
117.8,0.1,0.06,264,3.4,94.53
114.1,0.1,0.05,263,2.6,95.45
109.1,0.5,0.05,287,3.1,95.12
111.6,0.8,0.04,278,2.1,93.8
109.6,1.1,0.04,284,3,92.99
116.2,0.2,0.06,204,1.4,94.6
92.3,2,0.3,585,30.5,78.05
93.1,2.5,0.24,626,87.4,72.93
104.2,1.8,0.06,249,2.8,90.48
101.7,12.1,0.06,253,9.2,75.7
105.2,4.8,0.08,261,11,76.99
97.3,5.9,0.29,297,19.8,73.65
103.3,7.6,0.07,243,1.5,78.07
86.7,12.1,0.36,6090,35.7,62.22
87,5.4,0.53,331,68.6,62.31
121.6,2.2,0.04,374,7.4,85.88
120,1.6,0.02,368,2.5,89.15
112.6,0.7,0.07,379,5.4,93.55
84,2.8,0.15,5760,5.7,83.5
96.8,4,0.16,10500,26.6,72.53
103.6,0,0.04,162,2.6,97.26
107.2,0.8,0.03,177,3.9,94.64
109.2,1.2,0.03,213,4.2,92.8
104.3,2.1,0.04,171,5.3,89.47
103,3.7,0.02,366,1.5,83.83
103,3.6,0.02,382,2.7,84.12
102.9,1.6,0.02,400,4.9,92.04
119.4,1.4,0.01,365,7.8,90.28
104.2,1.4,0.07,307,4.2,92.03
100.3,7.9,0.03,381,9,78.59
104.8,1.1,0.02,396,11.6,90.12
100.6,11,0.03,110,2.4,76.66
99.8,0.5,0.03,225,2.9,96.36
104.9,0.6,0.03,164,23.6,91.83
104.6,0.6,0.03,167,23.4,91.86
103.8,1,0.07,223,18.2,89.89
106.9,1.1,0.03,180,25.6,84.98
108.7,0.8,0.07,209,33.8,85.29
102.2,11.1,0.03,213,2.1,76.51
106.4,0.7,0.1,310,139,78.89
95.4,1.6,0.46,374,72.5,74.35
101.8,2.4,0.11,389,110,72.2
105.6,11.7,4.28,481,21.9,57.38
97.4,3.5,0.61,457,21.3,73.86
107.9,13.8,0.3,397,19.8,67.48
91.3,10.8,1.47,381,4.9,66.02
95.4,2.3,1.37,357,13.9,74.99
92.5,15.9,0.46,197,29.1,61.06
89.6,17.1,0.22,236,18.8,68.03
95.3,0.8,0.08,356,93.5,82.27
99.1,18.3,0.2,512,31.1,63.81
107.5,0.6,0.1,302,106,79.09
104.4,0.3,0.05,292,108,81.16
100.2,7.6,0.26,152,6.4,75.73
103.2,1.9,0.09,274,57.4,77.37
107.2,2.9,0.06,290,54.7,73.17
130.2,2.2,0.04,524,2.3,83.5
98,14.5,0.32,550,28.6,63.12
104.5,1.3,0.06,453,772,75.46
106.1,4.3,0.11,433,196,65.61
101.4,0.5,0.1,444,648,78.16
113.6,6.9,0.07,366,21.9,73.49
105.4,0.4,0.05,393,60.3,83.59
106,5,0.05,393,35.6,72.54
95.2,2.7,0.38,409,1470,65.79
94.2,2.2,0.28,405,1530,69.02
87,2.9,0.47,447,706,63.07
65.1,3.7,2.05,546,523,43.01
64.6,5.1,1.53,536,655,42.07
13.8,16,10.4,1240,489,11.46
70,4,0.97,376,453,47.23
19.3,4.4,1.76,452,84.7,29.77
92.9,12.8,0.42,494,100,58.54
88.4,1.6,0.58,487,738,67.72
76.8,3.9,0.92,498,622,52.41
67.6,33.7,1.01,329,241,37.48
102.3,0.4,0.01,369,57,84.48
72.7,1.5,1.34,584,33.5,66.46
66.8,1.2,2.35,555,40.3,57.98
47.8,0.4,1.27,494,85.5,53.97
57.2,0.1,0.76,1480,101,58.16
102.7,0,0.01,354,52.2,85.43
99.1,0.8,0.05,390,44.5,82.69
52,0.4,0.81,8020,147,54.4
99.7,0.7,0.01,445,26.1,87.42
102.7,0.9,0.01,481,71,82.7
89.2,1.4,0.62,540,59.1,73.09
86.6,0.3,0.48,478,58.2,77.99
101.6,0.7,0.05,495,63.5,82.92
89.4,0.5,0.88,578,61.2,74.58
81.8,1.2,0.72,588,330,68.33
93.6,1.1,0.26,517,520,73.88
87.3,1.5,0.48,601,306,70.81
44.2,1.7,1.05,524,67.6,47.91
43.2,1.5,1.11,12600,67.8,47.96
84.4,3.2,1.28,642,74.8,61.42
48.8,1.3,0.88,468,112,49.42
100.4,0.2,0.04,600,716,80
105.5,0.4,0.01,700,25.4,87.96
109.7,0.1,0.03,730,58.6,84.16
95.3,0.5,0.13,745,105,79.75
112.8,1.5,0.46,745,69.4,73.15
69.9,0.8,0.4,2240,48.1,68.31
79.6,0.8,0.44,16600,14.9,82.61
75.2,0.4,0.22,980,302,73.26
96.9,1.6,0.04,596,102,76.8
99.3,1.1,0.03,748,59.7,81.82
118,1.5,0.08,32200,21.1,84.62
111.6,0.7,0.03,564,20.2,90.51
63.1,3.4,3.66,669,90,45.27
64.9,3,4.6,2330,12.4,54.95
60.3,2.7,3.11,25300,8.6,59.05
28.6,2.1,5.1,2460,21.7,43.5
59.5,2.2,2.34,558,249,47.33
65.4,3.7,1.64,366,47,48.62
72.1,4.9,5.37,478,22.5,54.56
41.3,3.6,2.51,338,67.4,36.76
47.5,4.4,2.53,702,1050,32.58
69.8,2.4,1.09,829,1520,51.88
55.4,2.7,1.64,833,1520,42.6
86.3,3.1,1.86,641,125,58.38
59.7,3.6,1.81,760,1640,41.07
130.3,2.8,0.01,567,21.2,77.62
120.2,8.9,8.6,22200,39.8,49.2
57.2,8.2,15.5,2170,21.3,42.03
102.7,0.6,0.04,439,1800,78.59
101.2,0.8,0.26,453,1720,74.99
94.6,0.8,0.21,473,1180,75.71
105.3,0.1,0.02,426,238,82.07
100.3,0.9,0.03,462,219,79.71
97.9,0.4,0.08,458,1770,78.91
103.5,0.4,0.02,399,1320,79.48
100.4,0.5,0.03,439,1670,79.23
101.9,0.6,0.03,393,1230,78.8
101.7,0.2,0.02,403,949,80.22
98.2,0.1,0.06,448,1750,80.07
92.5,0.6,0.58,453,1490,72.18
