DO,BOD,NH3N,EC,SS,Score
73.1,3.4,1.72,21200,59,54.07
69,9.7,4.66,6750,13.8,47.94
82.8,1,0.21,354,9.3,89.99
158.5,1.1,0.12,353,8.1,73.57
170.1,1,0.1,473,2.8,63.62
64.7,1.1,2.28,36700,49.2,56.63
207.7,1.2,0.09,320,5.6,-24.5
105.9,1,0.05,357,1.1,93.75
115.6,1,0.05,334,1.7,92.14
108.5,1,0.06,232,1.3,93.26
104.5,1,0.12,347,1.4,92.91
108.5,1,0.08,358,1.6,92.97
129.3,1,0.04,395,2,88.81
75.8,3.3,0.37,510,25.6,66.94
51.8,1.2,0.12,773,9.9,73.96
128,2.8,0.11,392,4.6,80.66
121,3,0.09,390,4.5,82.04
112.8,2.7,0.08,475,5.6,85.12
57.8,4,1.52,35600,24.9,52.12
112.9,1.6,0.06,324,1.2,90.06
31.6,5.4,0.97,43300,66,32.87
59.9,62.8,27.4,32500,19.8,36.8
95.4,2.9,0.08,589,12.2,82.14
110.4,1.3,0.06,553,5.9,91.75
124.6,3.6,0.08,551,9.3,79.19
50.6,6.5,0.63,43900,18.8,49.22
30.3,4.6,0.89,43200,40.5,33.31
83.9,3.6,0.08,208,2.9,81.75
114.6,3.8,0.08,363,3.1,80.96
128.1,5.4,0.08,481,2.3,75.75
87,3.2,0.11,157,17.2,79.64
102.8,1.7,0.05,401,1.7,91.18
108.6,1.4,0.06,397,11,87.83
125.8,4.5,0.07,433,7,77.03
107.6,2.2,0.09,386,1.3,87.92
118.6,1.1,0.08,205,1,90.66
123,2.7,0.09,266,1,82.72
104.8,2.1,0.06,262,1.4,89.13
114.7,1.5,0.06,259,1.8,90.14
111.6,3.4,0.07,248,2.9,82.88
120.6,2,0.09,260,4.2,86.27
132.8,5.9,0.09,421,4.3,73.33
104.4,1.4,0.06,413,6.8,92.16
101.5,1.9,0.05,287,1,90.42
106.9,1.5,0.05,323,13.8,87.79
83.7,4.7,1.97,458,51.1,56.48
81,1.1,0.11,443,47.4,77.95
104.6,6.9,1.24,544,18.3,65.33
94,4.7,1.24,497,46.3,59.54
114,1.8,0.29,396,11.1,82.13
96.8,3.3,1.37,403,5.6,74.88
87.8,2.6,1.73,387,8,76.09
130.6,1.2,0.15,356,9.3,86.06
84.4,7.2,0.33,450,5.8,73.72
111.4,2.5,0.39,543,29.1,73.69
81.2,2.9,0.24,448,32,72.56
106.2,1,0.05,287,9.1,93.71
146.4,1,0.06,558,3.2,82.02
111.7,2.3,0.56,629,23.7,77.48
95.5,4.3,0.44,180,6.9,77.33
108,6.1,0.11,248,22.9,74.87
146.3,1.1,0.06,266,16,77.88
108.3,1.9,0.07,313,2.3,89.4
132.4,3.1,0.18,484,50.3,64.85
105.4,4.9,0.07,465,44,68.53
101.9,2.6,0.07,460,39.4,78.58
133.6,4.9,0.18,354,6.3,72.85
104.7,2.9,0.06,409,11.9,82.02
108.9,3.3,0.06,421,11.7,80
97.6,3.1,0.1,680,16.3,81.11
91.8,4.7,0.61,485,53.2,62.58
88.4,4.8,0.78,628,56.6,60.67
73.6,6.7,0.64,578,53.3,53.72
77.6,5.4,2.32,1240,17.9,61.68
59.2,8.5,2.43,782,97.7,38.5
50.2,14.5,14.2,3210,65.7,27.44
111.4,2.7,0.19,661,10.7,80.06
89,5.6,0.45,1100,161,60.28
80,5.5,1.35,777,77.4,55.77
86,5.7,1.86,771,46.6,56.49
47.8,7.8,0.13,13900,227,41.53
55.2,6,0.19,453,13,57.73
87,16.3,0.47,982,34.3,60.05
83.3,3.9,4.81,1540,28.8,57.54
115.3,5.4,5.43,1230,41.6,51.34
75.9,1.5,3.46,1330,62.2,61.29
73.5,1,1.23,18700,39,68.82
106,1.8,0.02,576,16.6,87.06
104.2,1,0.91,35800,62.9,71.95
104,1,0.02,489,1.6,94.4
103.6,1,0.01,473,13.3,90.78
90.3,2.3,3.93,864,31.8,65.86
96.7,3.8,1.65,1030,32.2,64.26
81,1,0.31,658,21.4,84.29
122,3.8,2.7,865,74.6,55.07
74.5,1,0.19,16200,136,70.72
61.4,1.8,2.58,715,3500,47.67
23.4,1.6,4.2,5490,41.1,36.67
25.5,5.3,3.66,877,61,27.79
35.8,1.4,3.29,16000,55.6,42.01
120,1,0.03,585,13.3,87.65
119.9,1.2,0.12,716,18,85.58
118.2,1.8,0.07,861,84.5,75.61
90,1,0.33,20500,27.2,81.13
93,1.1,0.09,38300,39.4,83.8
95,1.1,0.24,874,8.5,91.29
116.6,1,0.02,578,78,80.01
117.4,1,0.1,736,19.8,87.23
109.4,1,0.11,50900,19,87.51
114.6,1,0.05,565,8.3,92.33
74.6,2.8,3.48,805,32.4,58.8
75.2,4,6.2,9100,25.1,52.33
48,4,2.56,38800,25.8,41.2
117.8,2.6,1.96,16400,19.1,69.67
97.3,2.6,2.06,39300,34,66.92
33,11.3,12,1120,19,30.64
146,5.3,7.64,11800,21.2,49.49
58.4,1.6,0.87,466,132,52.52
49.7,1.2,0.47,515,159,53.61
50,1.5,1.43,538,90.5,50.44
102.6,1,0.32,489,48.6,78.15
67.8,1.1,2.03,642,102,56.56
67.6,1.4,0.02,479,5.7,82.1
7.2,25.5,9.58,1400,23,22.78
147.8,11.5,12.5,21300,22.9,42.96
96.8,1,0.04,505,238,79.26
92.8,1.7,1.73,531,144,65.38
91.1,1,0.4,18400,67.3,76.72
131.8,1,0.02,545,11.1,84.53
96.4,1,0.07,489,194,78.82
99.8,1,0.01,471,76.7,82.5
101.3,1,0.02,455,393,79.42
102.6,1,0.01,479,111,79.47
104.4,1,0.01,402,5.5,94.51
99.4,1,0.06,524,101,78.93
86.1,1.2,1.48,548,137,66.89
97.3,1,0.01,510,187,79.71
71.3,1.8,2.91,742,15.1,66.26
76.1,3.3,3.88,623,26.6,57.31
83.2,1,0.47,270,55.2,74.74
82.4,1,0.29,316,29.6,80.3
62,1.9,2.32,510,39,56.5
59.2,1.6,2.15,513,30.6,56.72
32.1,1.4,2.07,13300,14.6,51.31
76,1,0.74,272,72.4,69.13
93.2,1,0.91,459,7,85.36
94.8,1,0.33,479,23.6,86.78
100.5,1,0.02,341,161,79.47
110.8,1,0.02,305,1.8,93.48
123.1,1,0.01,355,14,87.18
98.2,1.1,0.25,49000,19,86.34
127.3,1,0.01,388,5.3,89.84
105.4,1,0.03,2650,10.1,90.24
101.9,1,0.1,462,65.1,81.07
102.6,1,0.01,209,2.4,94.68
115.1,1,0.01,281,2.2,92.83
103.4,1,0.01,274,36,86.06
78.4,1,0.27,245,5.4,87.45
105.2,1,0.01,210,2,94.43
97,1,0.01,216,10.4,91.12
102.5,1,0.01,212,7.6,94.69
57.9,1.5,0.43,229,13.6,67.88
46,2,0.98,353,19.3,56.12
75.1,3,1.71,3050,11,65.8
55.4,1,0.07,173,2,77.09
100.4,1,0.01,67,1,94.83
100.7,1,0.01,510,26.2,86.25
95.2,1,0.04,531,40.6,82.08
98.3,1,0.05,988,47.3,81.94
101.1,1,0.01,547,10.4,90.98
44.8,4.2,2.91,291,10.8,44.55
48.9,2.5,1.43,5350,13.2,54.13
105.9,1,0.01,163,1.4,94.35
66.8,1.7,0.55,37700,15.9,69.3
91.6,1,0.08,462,16,89.82
102.1,1,0.02,296,42.6,82.22
100.5,1,0.04,444,24.8,90.57
109.2,1,0.14,466,1.2,92.02
100.3,1,0.01,365,8.4,94.83
97.9,1,0.02,422,51.9,82.4
103.8,1,0.01,282,1,94.57
105.4,1,0.01,404,1,94.4
101.2,1,0.07,443,27.8,85.34
101.9,1.1,0.18,466,83,79.58
91.7,1,0.01,246,8.8,94.66
96.4,2.3,0.61,269,13.4,78.46
76.7,2.8,1.85,357,25.8,62.57
53.8,2,1.07,450,33.2,54.44
100.4,1,0.02,227,1.3,94.68
103.9,1,0.02,461,13.6,90.61
100.9,1,0.01,328,2.1,94.8
109.3,1,0.06,446,4.2,93.13
112.6,1,0.03,434,3.8,93.01
112.5,1,0.02,594,22.9,89.38
96.7,1.2,0.78,487,65.3,73.2
96,1.9,1.29,663,41.6,68.32
95.9,1,0.09,590,346,78.53
97.8,1,0.01,635,238,79.7
99.2,1.9,0.15,147,9.5,89.14
91,2.7,0.35,171,13.4,79.14
86.8,3.3,0.33,194,15.4,76.41
102.5,1,0.09,2440,1,93.46
99.6,1,0.01,382,3.2,94.86
101.4,1,0.02,378,3.5,94.61
3.7,6.7,2.57,280,20.3,32.65
10.1,1.7,3.83,5050,12.9,43
51.4,1,1.69,30000,14.8,60.48
109.9,4.7,0.04,250,6,80.79
84.5,2.2,0.22,275,18.1,81.55
38,3.7,1.23,342,6.5,49.83
11.5,8.6,1.62,293,10.9,33.06
85.9,3.4,0.38,361,21.7,75.28
112.9,1.2,0.01,126,1.6,92.47
92.6,3.7,0.64,235,11.2,72.82
83.8,1.9,0.12,120,18.9,83.98
16.5,3.5,0.98,193,13.5,41.49
11.1,4.2,1.62,198,11.2,37.64
102.8,1,0.02,125,2.8,94.52
92.9,1,0.01,102,7.7,94.77
67.5,2.1,0.56,173,5.3,72.49
109.1,1,0.02,106,2.6,93.76
108,1,0.4,152,4.8,88.98
107.6,1,0.03,148,2.4,93.83
99,1.9,0.13,134,5.3,89.42
71.1,2.4,0.31,209,14.9,72.7
102.1,1.4,0.01,120,10.2,89.31
100.9,1.5,0.01,131,8.6,92.77
106.2,1,0.04,101,2.8,93.86
106.3,1,0.01,112,3.6,94.3
1.3,5,2.95,410,21.7,34.11
1.9,4.5,2.52,222,12.2,35.08
94.2,1.2,0.22,174,7,91.13
84.7,2,0.5,179,8.4,83.06
8.3,3.7,1.86,255,9.8,41.95
8.3,3.5,3.53,259,8.1,39.98
1.9,4,3.82,256,11,34.12
26.5,2.9,1.15,219,17.4,45.38
22.2,2,1.32,241,14.6,47.76
4.7,4,3.46,251,9.1,38.47
92,1,0.02,274,13.2,90.74
81.1,1,0.01,228,9.9,92.18
63.9,14.4,15.4,3130,9.3,46.17
63.8,8.1,8.7,2090,10,49.08
60.4,15.1,8.36,1490,22.8,40.53
94.8,9.7,5.1,1100,7.6,61.72
84.5,9.1,5.47,1200,21.6,56.37
55.7,16.8,13.9,3010,11.6,37.92
76.5,11,6.68,1630,26.8,46.85
50.5,7,9.53,579,9.6,43.98
58.4,10.6,11,524,20.9,41.14
90,7.3,6.08,557,7,62.33
90,2.6,0.36,356,7.2,83.1
51.3,6.6,16,467,4.2,44.79
48.1,6.1,3.48,578,5.8,46.79
93.7,6,3.22,1180,11.4,63.53
69.6,5.9,2.67,1010,7.7,58.37
78.1,4.1,0.7,638,21.2,67.44
56.9,4.3,1.69,2110,10.6,51.55
75.8,4.1,0.97,1630,11.7,64.38
87.6,1.8,0.18,269,11.9,84.54
67,10.4,9.37,474,13,45.44
48.7,10.3,2.98,852,38.4,35.62
89.7,1.9,0.3,483,4.2,86.74
105,10.3,2.73,2100,13.3,60.14
89.3,1.9,0.22,479,8.2,87.67
100.2,2.9,0.78,437,11.7,74.55
147.2,1.7,0.09,470,7.8,78.32
88.8,5.6,3.55,589,46.6,54.62
64.9,6.6,10.8,2960,21.9,47.3
73,4.2,11,2620,17.4,55.38
98.3,3.5,1.19,552,16.5,70.74
57.1,4.4,2.57,6140,21.4,49.91
23.5,20.6,2.67,464,17,29.75
116.2,1.5,0.21,406,8.1,87.77
92.4,3.5,1.58,475,6.2,73.64
75.4,9.6,6.66,6370,13,51.57
85.3,6.2,5.8,4890,8.9,62.75
74.1,3.2,2.3,17300,31,58.33
96.2,8.6,8.41,7250,10.5,57.71
88,1.3,0.33,383,14.7,84.84
135.2,1.4,0.2,354,8.8,83.06
136.7,1.3,0.28,456,7.7,81.93
89.8,4.8,1.13,17600,53.2,58.87
112.4,2.7,0.82,324,9.6,77.38
118.3,1,0.07,335,1.4,91.26
123.2,1,0.06,336,3,90.22
114.9,1,0.06,266,1.2,92.14
113.2,1,0.07,346,1.8,92.32
110.4,1,0.05,356,1.8,93.1
132.7,1,0.07,422,2.6,87.31
84.3,2.5,1.03,581,20.1,73.15
72.7,2.2,0.33,731,36.3,69.75
119.2,1.8,0.15,381,5.6,86.62
118.9,2.2,0.07,376,7,86.09
108.6,2.5,0.07,464,3.8,86.79
41,6.8,1.22,21300,10.9,42.45
108.9,1,0.06,314,1.1,93.2
43.4,5.9,0.69,41400,11.6,46.62
38.8,5,1.74,29800,12,42.72
78,5.9,0.12,624,76.2,63.22
122.8,2.2,0.08,528,3,85
112.6,2.3,0.11,509,5.5,86.4
63.6,3.3,0.37,43600,13.3,62.96
71.7,3.2,0.56,39300,15.7,66.45
85,5,0.11,204,9.6,79.36
124,4,0.08,341,2.8,78.28
130.6,4.8,0.13,392,2.7,74.52
81.6,2,0.07,146,1,87.32
104.5,1.7,0.07,391,1.7,90.73
124.8,2.1,0.06,380,29.9,76.64
114.1,2.6,0.08,389,18.5,81.49
119.8,3.2,0.11,380,7.8,81.31
116.6,4.1,0.1,381,11.5,75.74
104.5,1,0.08,385,1.4,93.47
104.8,6.4,0.09,469,32.1,70.39
70.2,1.9,0.07,645,5.5,81.07
123.2,1.7,0.07,168,1.2,87.2
131.6,1,0.08,253,2,87.52
108.6,2.9,0.09,235,2.9,84.89
113.2,1,0.08,245,3.7,92.18
106.8,1.7,0.06,224,4.9,90.61
120.2,1,0.08,261,4,90.68
121.1,1.3,0.12,389,4,88.7
113.3,1.4,0.13,344,5.3,89.84
100.6,13.3,0.08,275,1.4,75.07
105,2.2,0.08,277,27.3,79.84
80.6,3.3,1.25,390,36.2,63.63
106.6,2.8,0.11,431,5.3,85.27
122.2,3.1,1.14,509,14,68.53
80,9.7,1.22,442,112,48.98
100.8,3,0.41,418,14.9,77.5
94.6,3.4,1.72,403,12.4,70.06
93.3,5.1,0.35,348,12.7,74.21
85.8,6.6,0.39,363,6.9,74.07
89.4,3.7,0.32,564,79.1,67.18
81.4,3.2,0.22,343,60.2,67.98
105.4,1.4,0.08,273,13.1,87.96
123.4,1.2,0.06,495,2.5,89.37
85,2.8,0.63,590,40.5,66.2
100.5,2.7,0.29,163,6.5,83.89
106.2,2.9,0.1,220,8.9,85.08
104.6,4.2,0.06,251,13.8,78.08
109.6,1.5,0.08,290,8.6,90.77
104.6,3.6,0.08,442,271,67.89
104.4,4.1,0.37,455,104,62.89
104.2,4.6,0.08,437,204,65.84
103.4,4.3,0.07,318,620,64.57
106.1,4.4,0.09,335,272,65.74
107,1.4,0.08,323,555,74.46
99.8,5.5,0.11,360,476,63.29
88.4,5,0.41,416,161,61.16
82.9,8,1.42,447,340,50.87
71.2,4.1,1.08,476,126,49.55
78.4,9.1,1.28,595,165,48.5
14.8,11.8,5.41,1210,38.2,21.88
22.9,13.5,8.9,4240,71,18.47
104.8,2,0.19,515,27.8,79.2
88,1.2,0.67,658,121,70.42
75,2.2,1.8,693,69,60.36
70.6,2.2,0.91,684,87.2,59.22
45.4,1,0.77,7490,308,49.79
65.2,1,0.1,485,28.9,72.79
73.6,1.9,1.3,481,44.2,61.65
99.8,1,0.01,388,9.5,94.85
68.1,3,1.72,647,94.4,52.19
59.5,2.5,1.62,622,96.3,50.13
51.8,2,1.59,590,83.6,48.79
44.1,1.3,1.8,4470,48.3,48.08
111.4,1,0.02,379,9.6,93.38
100.6,1,0.04,398,40.4,82.02
77.1,1.4,1.18,16800,114,62.86
102.3,1,0.01,450,13.4,90.9
101.3,1,0.01,467,57.5,82.42
85.2,1.3,0.53,563,50.2,73.51
85.2,1.1,0.39,480,77.8,75.78
104.4,1,0.09,489,35.3,84.79
74.1,1.6,0.63,578,69.2,66.41
70.5,3,0.39,942,284,57.46
64.5,3,2.38,533,1100,44.52
41.1,4.6,1.99,667,39.2,39.24
44,5.3,1.75,607,59.8,36.78
43.6,4.6,2.65,1890,80.3,35.29
87.4,1.3,0.18,405,1320,73.3
90,1.1,0.17,550,752,74.68
14.7,16,0.44,675,73200,22.83
84.7,1,0.33,3510,101,73.8
73.5,1,0.37,19400,27.9,74.43
49.5,1.3,0.15,443,2030,55.05
95.2,1.3,0.15,437,782,74.58
93,1,0.13,508,261,77.84
94.3,1.1,0.25,30700,18.6,86.64
90.3,1,0.22,568,14.9,87.76
58.7,3.8,0.9,431,190,44
39.3,2.5,3.16,1550,29.6,42.87
17,3.9,3.85,15500,10.4,35.36
42.4,1.4,2.35,9430,26.3,49.76
72.3,1,0.92,37100,36.3,68.48
10.7,7.3,8.59,675,18.7,28.42
25.8,5,6.01,10500,13.6,33.7
46,3.9,1.31,450,1250,35.07
16.7,7,4.02,628,1930,18.29
27.3,5.3,3.76,715,2030,23.38
57.3,3.8,3.96,502,204,38.05
14.3,7,6.11,755,3790,15.89
40.9,1.6,0.06,493,12.5,64.92
10,10.4,5.61,1020,26.1,21.72
46.5,3.6,6.71,16500,23.5,42.81
101.1,1,0.01,433,514,77.68
100,1,0.07,465,462,76.86
84.7,1.1,1.09,556,67.7,70.51
105,1,0.01,453,4.8,94.44
129,1,0.01,515,3.4,89.34
95.3,1,0.07,488,386,78.8
113,1,0.02,464,434,75.99
109.2,1,0.01,434,498,76.79
114.8,1,0.02,467,356,77.54
100.1,1,0.01,405,8.9,94.84
103.6,1,0.06,460,267,78.65
89.1,1,0.59,487,386,72.11
99.5,1,0.01,446,430,77.76
79.6,2.8,3.25,726,12.7,66.53
75.6,6,4.36,610,28.5,52.02
86.6,1,0.27,176,21.1,86.48
84.3,1,0.15,219,76.5,78.91
65.4,1.8,0.98,361,67,57.28
70.5,1.9,1.5,2130,58.5,58.94
87.1,1,0.26,174,15.7,86.72
99.9,1,0.08,291,307,78.62
95.9,1.4,0.05,299,350,77.5
101.6,1,0.02,281,48.1,82.25
100.1,1,0.01,301,14,91.04
101.8,1,0.01,327,2.5,94.74
105,1,0.01,320,21.3,90.65
99.4,1,0.02,359,11.8,90.92
97.3,1,0.03,370,11.8,90.81
92.7,1,0.14,17200,51.9,80.12
101,1,0.01,380,8.7,94.79
110.1,1,0.01,464,13.2,89.94
100.2,1,0.03,455,402,77.43
104.1,1,0.02,208,1.2,94.39
104.1,1,0.01,286,5.3,94.54
96.8,1.2,0.17,258,5.7,91.85
107.1,1,0.01,238,2.2,94.19
100.6,1,0.01,234,1,94.82
99.8,4.3,0.31,226,8.7,78.76
125.9,8,1.09,330,12,60.31
147.8,5.9,0.37,2680,12.1,59.81
48,1.2,0.12,160,2.4,72.35
104.7,1,0.01,72,1,94.48
111.7,1,0.03,504,61.7,80.82
101.4,1,0.06,542,124,78.82
94.9,1,0.09,2580,176,78.45
101.7,1,0.03,543,4,94.44
87.1,4.4,2.29,264,7.4,69.51
74.8,4.3,1.46,5560,13.2,62.25
106.1,1,0.01,167,1,94.32
89.1,2.8,0.92,22600,24.1,72.98
87.9,1.2,0.16,430,139,75.98
98.9,1,0.03,294,216,79.39
99.8,1,0.07,424,77.2,81.62
104.5,1,0.16,468,1.4,92.36
102.7,1,0.02,368,15.6,90.72
110,1,0.02,426,123,78.41
104,1,0.01,286,1.8,94.55
114.5,1,0.02,291,1,92.8
105.2,1.1,0.07,449,4.9,93.15
114.1,1.8,0.15,459,5,87.71
91.2,1,0.02,243,1,94.45
91.8,2,0.91,296,29.5,72.52
62,2.8,3.79,417,29.4,50.57
43,2.4,1.76,471,16.6,51.69
100.7,1,0.01,225,1,94.81
103.1,1,0.02,462,35.3,85.93
101.9,1,0.01,327,1.2,94.73
103.4,1,0.04,417,9,94.16
104.6,1,0.02,423,14.5,90.54
101.7,1,0.01,405,14.6,90.94
97.1,1.4,0.32,519,885,72.03
87.5,3.1,0.63,555,776,60.88
97.8,1,0.12,566,1400,76.21
97.8,1,0.03,573,462,77.5
92.8,3.4,0.53,224,13.6,74.78
76,4.8,1.32,203,23.2,62.81
75.1,4.7,1.38,242,33.5,57.47
99.9,1.3,0.1,1600,20.7,88.51
101.2,1.3,0.04,366,25.6,84.58
98.7,1,0.03,365,26.5,86.04
22.6,3.9,4.31,411,17,36.29
26,1.6,2.88,12900,9.6,51.26
64.6,1,1.52,32700,11.3,66.91
117.4,2.7,0.03,276,11,81.12
89.8,2.1,0.17,322,15.1,83.75
8,6.9,5.62,583,13.9,28.91
6.6,9.8,8.28,518,19.3,26.2
81.8,6.9,2.97,492,25.7,55.64
104.2,1,0.01,142,6.9,94.53
84.9,5.4,0.54,158,34.7,65.51
116,2.5,0.08,120,8.1,85.32
31.6,2.9,1.4,224,8.2,50.15
19.3,2.6,2.62,244,30.2,37.64
100.3,1,0.03,173,1.4,94.53
95.1,1,0.01,98,5.6,94.89
137.3,3.3,0.28,161,13.7,69.72
111.1,1,0.01,113,1.4,93.58
109.9,1,0.29,187,1.6,89.97
108.4,1,0.18,179,1,91.61
108.6,4.7,0.43,196,15.6,72.22
89,4.1,0.69,198,32.9,66.22
117.1,1,0.01,164,7.2,92.42
109.6,1.3,0.01,222,5,92.63
93.7,1,0.24,121,5.3,91.64
93.6,1,0.03,133,4.4,94.52
10.4,4.5,4.49,736,15,32.88
13.8,4.8,4.02,268,14.5,33.61
98,1.4,0.39,216,7.8,88.32
83.4,1.6,0.42,222,8.4,85.23
3.4,6.8,4.22,287,17.2,30.25
3.7,5.9,5.87,312,11.2,29.78
2,4.4,4.52,645,11.6,32.5
36.7,6.8,2.81,285,24.5,38.72
16,6.5,3.32,292,14.1,32.99
2.6,5.5,4.46,437,10.6,31.78
96.8,1.4,0.06,255,15.8,88.76
83.8,1,0.01,228,5.3,93.11
80.9,45.1,14.9,1970,78,41.33
73.2,25.7,9.68,1540,53.5,38.15
83.8,6.7,6.46,1260,7.8,61.62
95.8,5,2.73,749,7.3,69.31
88.6,4.6,2.28,797,15.7,65.75
76.1,61.7,15,1950,60.5,38.7
99.6,3.9,5.78,1250,5.5,67.08
84.1,5.1,2.89,461,10.9,63.96
81.3,5,3.14,372,11.5,62.27
90.8,4.3,2.46,396,12.2,66.19
103.7,3.2,0.86,376,17,72.62
89.9,3.8,1.86,334,5.6,71.99
62.1,5.8,1.54,533,10.1,52.88
79.5,6.9,3.89,1060,13.6,58.19
97.5,4.3,2.78,731,11.4,66.04
90.8,2.6,0.53,657,9.5,81.39
116.1,3.5,1,914,14.9,68.82
80.2,3.8,1.17,1680,15.5,66.78
84.7,2.5,0.45,247,10.2,77.64
90.7,7.2,7.6,444,8.7,62.52
92.9,5.6,2.98,653,12,64.47
99.7,2.4,0.43,407,12.2,79.76
71,5,0.94,1080,9.1,64.09
89.8,2.4,0.19,359,10.6,82.2
94.3,3.5,0.6,343,13.8,73.89
103.1,2.3,0.34,351,8.3,84.77
94.3,3.2,0.52,351,17.7,75.66
77.7,5.7,3.11,469,534,46.72
49.7,17.6,8.61,2460,114,23.73
57.2,10.3,5.76,1260,39,36.16
70.5,4.3,0.61,458,35,58.16
67,5.7,1.88,2980,50.2,46.26
90.6,3.3,0.4,348,15.6,76.25
74.8,5.7,0.38,429,38.5,62.28
71.1,15.1,3.68,607,36.2,44.38
50.5,10.3,6.07,5840,12.4,37.59
83.1,86.8,2.13,473,205,43.48
73.8,45.4,2.46,886,180,39.01
70.7,12.1,5.35,6270,10.4,47.68
85,48.1,0.43,364,5.6,66.31
125,1.2,0.04,373,7.9,89.24
121.7,1.3,0.08,507,7.2,89.11
78.3,6.6,1.32,9290,73.8,53.24
106.9,3.1,0.08,319,13.6,80.71
108.2,1,0.02,313,2,93.89
113.2,1.2,0.01,285,3.3,92.41
108.5,1.6,0.01,216,1.6,91.54
108.6,1,0.04,349,2.6,93.53
105.4,1,0.02,345,1.8,94.25
121.6,1,0.01,396,3.7,91.36
71.5,7.5,0.98,396,144,46.15
65.4,4.4,0.55,557,49,51.56
120.2,2.1,0.13,391,3.5,85.37
117.8,5.4,0.05,374,3.8,78.83
111.2,2.6,0.06,465,2.4,86.1
67.1,11,1.25,24000,14.3,50.98
108.6,1,0.07,331,1,93.1
45.7,7.1,0.53,40400,18.1,47.47
57,12.4,1.32,28400,20.8,45.29
104,1.7,0.13,450,3.3,89.94
115.2,1.7,0.05,468,2,89.33
103,2.6,0.22,477,6.9,84.99
72.8,3.8,0.26,38900,11.8,68.66
65.2,5.4,0.2,28400,13.6,62.71
75.1,2.9,0.1,221,11.7,76.19
117.9,3.7,0.05,365,3.6,80.98
137,4.2,0.09,438,3.9,73.67
89.3,1.5,0.16,177,3.3,90.18
106.6,1,0.06,406,1.6,93.51
111.6,1,0.03,386,2.3,93.19
106.2,1.2,0.04,396,12.2,89.26
105.8,2.9,0.05,306,8.3,85.84
106.2,2.6,0.04,324,6.1,87.14
107.6,1,0.05,359,2.7,93.53
102.8,3.7,0.05,464,11.8,79.6
83.2,1.5,0.04,664,9.8,90.44
103.8,5,0.08,142,3.4,80.9
102.3,2.5,0.06,218,26.5,79.11
101.4,4.6,0.06,205,49.8,69.22
101.6,3.7,0.07,204,84.9,70.86
100.4,4.3,0.06,160,42.6,69.69
103.6,8.4,0.1,215,190,61.74
92.1,3.7,0.14,258,63.6,69.82
99.2,11,0.05,213,177,61.22
105.6,2.4,0.04,295,1,88.05
108.6,1.3,0.05,292,86.1,79.84
91.1,3.4,0.53,344,62.7,66.07
102.7,1.7,0.76,394,17.5,79.56
96.1,3.6,1.14,448,21.7,70.53
86.8,3.4,0.97,462,16.2,70.59
103.8,2.9,0.38,336,9.6,81.79
88.2,6.1,1.4,388,5.2,69.52
88.4,5,1.23,394,35.2,62.63
97.8,2.7,0.24,322,5,84.6
91.8,1.9,0.4,385,1.8,85.84
93,2.4,0.24,475,52.3,73.35
94.6,4,0.09,340,170,67.05
106.9,1,0.05,287,26.8,85.07
127.6,1,0.05,472,3.1,89.16
94.6,3,0.34,496,84.6,69.8
101.6,1.8,0.18,150,6.2,89.04
104,1.6,0.07,211,22.6,87.41
106.8,1.7,0.13,253,31.2,81.07
104.6,1,0.07,266,7.9,93.61
100.6,2.4,0.08,456,135,72.7
102.4,2.3,0.49,448,136,67.99
103.6,1.4,0.06,463,78,79.88
106.4,2.2,0.07,363,31.9,79.81
105,2.1,0.07,383,39.3,80.41
105.4,1.6,0.07,377,28.2,82.51
96,1.4,0.09,436,59.9,79.77
85.5,2.1,0.3,324,178,69.85
83,2.3,0.49,378,196,66.16
70.1,3.1,1.03,372,188,51.74
61.3,10.5,1.83,565,276,36.45
61.4,2.6,0.85,588,176,49.82
33.4,5.8,2.89,3360,196,27.37
91.6,3,1.25,436,152,60.73
99.8,3.6,0.94,435,177,59.69
83.2,4.5,0.87,460,414,54.3
70,4.6,1.2,389,647,45.66
47.8,7.4,1.72,728,368,32.69
89,1,0.12,387,38.2,84.16
88.2,4.5,1.4,307,198,55.93
104.2,1,0.01,363,4.1,94.53
66.9,4.4,2.6,433,119,43.37
61.3,2,2.42,411,100,51.77
44.6,1.9,2.56,534,99.6,44.58
46.5,1.3,2.31,952,73,48.27
116.7,1,0.01,363,8.7,92.5
99.8,1,0.08,349,73.9,81.48
54.6,1.1,2.22,2010,182,49.85
101.6,1,0.02,435,45.6,82.25
103.4,1,0.11,438,237,77.95
79.5,3,1.18,347,869,55.84
83.6,1.6,0.57,388,74.6,71.42
92.8,3,0.46,309,137,65.52
64.9,2,1.4,344,470,50.55
60.5,1.3,1.82,574,319,52.51
45.3,4.7,3.01,614,761,30.62
6.6,3.9,2.78,474,32.8,31.24
60.7,4.5,2.07,501,71,43.88
13.7,2.4,2.75,499,142,30.67
76.3,4.9,0.56,510,25800,53.45
101.8,1,0.08,520,748,76.61
98.2,1,0.1,505,494,76.49
92.1,1,0.14,537,695,75.72
79.8,1,0.2,628,827,71.87
76.1,1,0.15,1490,111,72.58
80.1,1,0.11,547,339,75.12
97.1,2.2,0.18,563,13400,70.37
101.6,1,0.09,502,320,78.38
85.6,1,0.28,25500,55,76.98
95.9,1,0.11,470,53.5,81.1
93.7,1,0.14,486,66.6,80.6
